OrderID,UserID,OrderDate,TotalAmount
ORD4,USR00001,2023-01-01,499.23
ORD182,USR00028,2023-01-01,321.96
ORD1207,USR00149,2023-01-01,456.0
ORD2097,USR00259,2023-01-01,200.46
ORD4604,USR00577,2023-01-01,466.98
ORD4766,USR00600,2023-01-01,141.95999999999998
ORD5577,USR00698,2023-01-01,626.93
ORD7313,USR00906,2023-01-01,401.0
ORD8126,USR01011,2023-01-01,309.73
ORD9986,USR01246,2023-01-01,115.72
ORD10720,USR01328,2023-01-01,470.25
ORD13576,USR01663,2023-01-01,463.96
ORD13651,USR01671,2023-01-01,633.47
ORD14152,USR01734,2023-01-01,45.99
ORD17153,USR02101,2023-01-01,743.0
ORD20590,USR02540,2023-01-01,810.72
ORD20960,USR02586,2023-01-01,409.48
ORD30775,USR03831,2023-01-01,337.25
ORD34031,USR04228,2023-01-01,111.98
ORD37156,USR04616,2023-01-01,375.25
ORD37270,USR04631,2023-01-01,657.5
ORD37439,USR04652,2023-01-01,137.98
ORD39303,USR04876,2023-01-01,245.96999999999997
ORD39545,USR04908,2023-01-01,187.96
ORD40423,USR05013,2023-01-01,315.96000000000004
ORD41208,USR05109,2023-01-01,238.99
ORD41680,USR05166,2023-01-01,172.0
ORD41943,USR05198,2023-01-01,18.0
ORD42749,USR05309,2023-01-01,759.42
ORD43632,USR05410,2023-01-01,71.0
ORD44235,USR05477,2023-01-01,360.69
ORD44925,USR05566,2023-01-01,108.0
ORD45980,USR05707,2023-01-01,93.0
ORD47956,USR05949,2023-01-01,622.43
ORD48432,USR06014,2023-01-01,307.71
ORD49663,USR06174,2023-01-01,1053.96
ORD51900,USR06468,2023-01-01,695.97
ORD60953,USR07589,2023-01-01,275.25
ORD62626,USR07808,2023-01-01,205.5
ORD63821,USR07958,2023-01-01,167.25
ORD67008,USR08357,2023-01-01,489.75
ORD68968,USR08593,2023-01-01,121.98
ORD71183,USR08864,2023-01-01,418.95
ORD74975,USR09335,2023-01-01,471.25
ORD75312,USR09371,2023-01-01,94.0
ORD77330,USR09620,2023-01-01,334.99
ORD77863,USR09688,2023-01-01,123.0
ORD81288,USR10114,2023-01-01,452.0
ORD86710,USR10809,2023-01-01,87.0
ORD88390,USR11024,2023-01-01,104.49000000000001
ORD88408,USR11027,2023-01-01,240.96
ORD91191,USR11383,2023-01-01,393.25
ORD92022,USR11497,2023-01-01,697.98
ORD93598,USR11685,2023-01-01,467.95
ORD94013,USR11741,2023-01-01,798.19
ORD94954,USR11847,2023-01-01,647.98
ORD98681,USR12323,2023-01-01,539.96
ORD100340,USR12538,2023-01-01,940.25
ORD101320,USR12648,2023-01-01,236.5
ORD102164,USR12771,2023-01-01,754.96
ORD104126,USR13008,2023-01-01,80.97
ORD104855,USR13105,2023-01-01,190.97
ORD108979,USR13599,2023-01-01,275.94
ORD113406,USR14145,2023-01-01,504.25
ORD114294,USR14260,2023-01-01,442.0
ORD114541,USR14291,2023-01-01,186.0
ORD114662,USR14306,2023-01-01,177.48
ORD115357,USR14392,2023-01-01,532.5
ORD116419,USR14528,2023-01-01,168.5
ORD117505,USR14663,2023-01-01,502.0
ORD118695,USR14820,2023-01-01,645.75
ORD118820,USR14836,2023-01-01,772.4200000000001
ORD118994,USR14861,2023-01-01,215.25
ORD119256,USR14894,2023-01-01,228.97
ORD712,USR00092,2023-01-02,81.0
ORD3823,USR00471,2023-01-02,263.5
ORD4938,USR00619,2023-01-02,207.0
ORD6035,USR00753,2023-01-02,342.0
ORD6815,USR00845,2023-01-02,14.0
ORD7507,USR00929,2023-01-02,507.24
ORD7642,USR00951,2023-01-02,482.5
ORD8477,USR01051,2023-01-02,181.93
ORD10400,USR01292,2023-01-02,266.75
ORD14761,USR01805,2023-01-02,136.25
ORD15760,USR01924,2023-01-02,325.5
ORD18464,USR02278,2023-01-02,382.97
ORD18980,USR02341,2023-01-02,433.98
ORD19153,USR02359,2023-01-02,547.98
ORD20337,USR02508,2023-01-02,134.0
ORD21134,USR02606,2023-01-02,332.0
ORD23543,USR02922,2023-01-02,126.0
ORD25313,USR03143,2023-01-02,236.25
ORD25584,USR03172,2023-01-02,160.0
ORD29990,USR03732,2023-01-02,263.25
ORD30760,USR03830,2023-01-02,364.48
ORD34014,USR04226,2023-01-02,549.97
ORD34841,USR04326,2023-01-02,59.5
ORD35340,USR04388,2023-01-02,731.74
ORD36944,USR04590,2023-01-02,419.0
ORD39447,USR04895,2023-01-02,293.5
ORD40086,USR04973,2023-01-02,134.99
ORD41190,USR05106,2023-01-02,542.75
ORD44964,USR05574,2023-01-02,207.98000000000002
ORD47337,USR05866,2023-01-02,65.99
ORD48526,USR06024,2023-01-02,146.0
ORD49840,USR06195,2023-01-02,285.0
ORD50321,USR06257,2023-01-02,466.0
ORD51950,USR06473,2023-01-02,260.74
ORD52306,USR06522,2023-01-02,292.99
ORD53659,USR06697,2023-01-02,279.0
ORD55247,USR06885,2023-01-02,392.49
ORD58116,USR07229,2023-01-02,621.0
ORD61697,USR07685,2023-01-02,263.49
ORD69124,USR08615,2023-01-02,284.18
ORD72634,USR09047,2023-01-02,591.98
ORD73649,USR09176,2023-01-02,372.46
ORD74414,USR09267,2023-01-02,294.5
ORD74916,USR09330,2023-01-02,203.95999999999998
ORD77031,USR09578,2023-01-02,424.49
ORD77489,USR09642,2023-01-02,427.0
ORD78668,USR09786,2023-01-02,66.0
ORD80831,USR10058,2023-01-02,311.97
ORD82899,USR10322,2023-01-02,146.99
ORD83367,USR10382,2023-01-02,388.46
ORD85491,USR10645,2023-01-02,128.97
ORD90470,USR11292,2023-01-02,348.25
ORD91169,USR11380,2023-01-02,360.98
ORD92589,USR11566,2023-01-02,344.94
ORD92938,USR11611,2023-01-02,105.99
ORD96418,USR12037,2023-01-02,386.24
ORD96789,USR12083,2023-01-02,294.5
ORD101958,USR12738,2023-01-02,372.0
ORD103496,USR12925,2023-01-02,199.5
ORD104934,USR13113,2023-01-02,203.0
ORD105293,USR13159,2023-01-02,31.5
ORD105379,USR13170,2023-01-02,207.5
ORD106218,USR13266,2023-01-02,563.98
ORD108204,USR13501,2023-01-02,180.95999999999998
ORD109117,USR13621,2023-01-02,544.45
ORD110494,USR13795,2023-01-02,213.25
ORD112127,USR13987,2023-01-02,186.98000000000002
ORD113412,USR14145,2023-01-02,239.0
ORD114037,USR14225,2023-01-02,493.71000000000004
ORD114489,USR14282,2023-01-02,297.98
ORD116124,USR14490,2023-01-02,347.73
ORD116796,USR14578,2023-01-02,593.0
ORD119831,USR14967,2023-01-02,242.96999999999997
ORD972,USR00123,2023-01-03,536.96
ORD2702,USR00333,2023-01-03,170.23
ORD5883,USR00736,2023-01-03,439.0
ORD7625,USR00949,2023-01-03,331.0
ORD8340,USR01034,2023-01-03,26.0
ORD9113,USR01132,2023-01-03,339.75
ORD12760,USR01560,2023-01-03,395.96000000000004
ORD16446,USR02015,2023-01-03,303.0
ORD18753,USR02310,2023-01-03,622.23
ORD20676,USR02552,2023-01-03,165.49
ORD20997,USR02591,2023-01-03,32.75
ORD21109,USR02603,2023-01-03,220.21
ORD22389,USR02760,2023-01-03,427.75
ORD23932,USR02966,2023-01-03,307.96
ORD24554,USR03048,2023-01-03,534.24
ORD25445,USR03159,2023-01-03,42.5
ORD30319,USR03774,2023-01-03,98.75
ORD32421,USR04034,2023-01-03,305.75
ORD32644,USR04060,2023-01-03,148.0
ORD33395,USR04153,2023-01-03,550.0
ORD34700,USR04306,2023-01-03,356.72
ORD36078,USR04492,2023-01-03,171.5
ORD37616,USR04672,2023-01-03,65.25
ORD41493,USR05143,2023-01-03,131.5
ORD41510,USR05144,2023-01-03,729.2
ORD42661,USR05298,2023-01-03,432.0
ORD43698,USR05417,2023-01-03,652.2
ORD46190,USR05731,2023-01-03,386.75
ORD47981,USR05951,2023-01-03,451.25
ORD48026,USR05956,2023-01-03,525.5
ORD48873,USR06067,2023-01-03,168.0
ORD51354,USR06392,2023-01-03,354.5
ORD51526,USR06416,2023-01-03,367.0
ORD52696,USR06570,2023-01-03,705.0
ORD55802,USR06951,2023-01-03,456.96000000000004
ORD57491,USR07156,2023-01-03,354.49
ORD58445,USR07272,2023-01-03,202.5
ORD59175,USR07363,2023-01-03,528.21
ORD62348,USR07770,2023-01-03,248.22
ORD62882,USR07843,2023-01-03,570.25
ORD65074,USR08121,2023-01-03,593.0
ORD67611,USR08428,2023-01-03,145.49
ORD68274,USR08508,2023-01-03,291.5
ORD70382,USR08762,2023-01-03,402.95
ORD72112,USR08975,2023-01-03,57.74
ORD73125,USR09107,2023-01-03,395.22
ORD73592,USR09169,2023-01-03,521.97
ORD84383,USR10502,2023-01-03,73.5
ORD85629,USR10662,2023-01-03,496.40999999999997
ORD86475,USR10774,2023-01-03,177.0
ORD89335,USR11145,2023-01-03,616.25
ORD89396,USR11153,2023-01-03,148.0
ORD92382,USR11541,2023-01-03,396.95
ORD94672,USR11815,2023-01-03,97.25
ORD96258,USR12014,2023-01-03,709.72
ORD96738,USR12076,2023-01-03,141.98
ORD97744,USR12199,2023-01-03,595.46
ORD100353,USR12539,2023-01-03,286.90999999999997
ORD101566,USR12681,2023-01-03,353.0
ORD102562,USR12816,2023-01-03,527.99
ORD105129,USR13136,2023-01-03,127.0
ORD108075,USR13483,2023-01-03,137.98
ORD108968,USR13598,2023-01-03,573.43
ORD112335,USR14008,2023-01-03,69.0
ORD114584,USR14297,2023-01-03,554.98
ORD115727,USR14442,2023-01-03,392.24
ORD116477,USR14536,2023-01-03,444.23
ORD116663,USR14560,2023-01-03,316.98
ORD118005,USR14733,2023-01-03,474.0
ORD67,USR00011,2023-01-04,443.48
ORD372,USR00051,2023-01-04,207.0
ORD3394,USR00422,2023-01-04,173.0
ORD3541,USR00438,2023-01-04,157.49
ORD5102,USR00639,2023-01-04,181.49
ORD8258,USR01027,2023-01-04,431.74
ORD9433,USR01174,2023-01-04,225.46999999999997
ORD10154,USR01264,2023-01-04,60.0
ORD11452,USR01415,2023-01-04,147.5
ORD15794,USR01930,2023-01-04,991.0
ORD17755,USR02191,2023-01-04,706.75
ORD17950,USR02211,2023-01-04,90.0
ORD19511,USR02404,2023-01-04,643.75
ORD22635,USR02799,2023-01-04,319.23
ORD24140,USR02994,2023-01-04,211.24
ORD24553,USR03048,2023-01-04,139.0
ORD25283,USR03140,2023-01-04,471.71
ORD27746,USR03447,2023-01-04,419.22
ORD29423,USR03658,2023-01-04,451.47
ORD30876,USR03844,2023-01-04,152.93
ORD31363,USR03905,2023-01-04,231.71
ORD32064,USR03991,2023-01-04,682.96
ORD32837,USR04083,2023-01-04,359.72
ORD33124,USR04117,2023-01-04,677.5
ORD33364,USR04149,2023-01-04,464.99
ORD33694,USR04187,2023-01-04,102.25
ORD34131,USR04240,2023-01-04,187.96
ORD35034,USR04351,2023-01-04,82.75
ORD35390,USR04396,2023-01-04,87.99
ORD36303,USR04514,2023-01-04,419.21000000000004
ORD41409,USR05134,2023-01-04,755.72
ORD45829,USR05690,2023-01-04,278.96999999999997
ORD48770,USR06055,2023-01-04,137.5
ORD49069,USR06091,2023-01-04,111.98
ORD50637,USR06293,2023-01-04,411.0
ORD53409,USR06669,2023-01-04,322.0
ORD53673,USR06698,2023-01-04,176.5
ORD53860,USR06724,2023-01-04,680.5
ORD55084,USR06864,2023-01-04,610.25
ORD56309,USR07008,2023-01-04,156.95
ORD57232,USR07124,2023-01-04,852.0
ORD60265,USR07497,2023-01-04,630.96
ORD60522,USR07529,2023-01-04,508.0
ORD64207,USR08014,2023-01-04,399.0
ORD66405,USR08282,2023-01-04,760.99
