OrderID,UserID,OrderDate,TotalAmount
ORD2152,USR00264,2020-01-01,71.97
ORD2481,USR00304,2020-01-01,59.5
ORD5725,USR00717,2020-01-01,53.5
ORD6442,USR00798,2020-01-01,403.96000000000004
ORD6999,USR00865,2020-01-01,315.0
ORD12266,USR01504,2020-01-01,168.99
ORD14286,USR01749,2020-01-01,230.96999999999997
ORD15327,USR01876,2020-01-01,635.21
ORD19452,USR02398,2020-01-01,91.0
ORD20053,USR02472,2020-01-01,292.98
ORD20813,USR02569,2020-01-01,610.21
ORD21709,USR02679,2020-01-01,211.5
ORD22953,USR02840,2020-01-01,363.0
ORD25650,USR03183,2020-01-01,324.98
ORD27212,USR03386,2020-01-01,747.49
ORD28188,USR03505,2020-01-01,209.96999999999997
ORD31150,USR03882,2020-01-01,458.5
ORD31767,USR03956,2020-01-01,477.7
ORD32929,USR04092,2020-01-01,180.97
ORD34293,USR04259,2020-01-01,245.99
ORD37935,USR04715,2020-01-01,311.46000000000004
ORD39297,USR04873,2020-01-01,114.0
ORD40204,USR04986,2020-01-01,222.0
ORD40239,USR04990,2020-01-01,587.91
ORD43163,USR05360,2020-01-01,501.94
ORD44091,USR05461,2020-01-01,175.0
ORD44702,USR05533,2020-01-01,203.95999999999998
ORD45321,USR05621,2020-01-01,218.25
ORD45538,USR05648,2020-01-01,330.0
ORD46409,USR05756,2020-01-01,112.0
ORD47268,USR05857,2020-01-01,91.25
ORD47635,USR05906,2020-01-01,425.97
ORD51586,USR06425,2020-01-01,176.0
ORD54191,USR06764,2020-01-01,63.5
ORD56452,USR07025,2020-01-01,54.0
ORD56807,USR07070,2020-01-01,351.5
ORD60799,USR07564,2020-01-01,430.5
ORD62432,USR07781,2020-01-01,117.94999999999999
ORD64027,USR07986,2020-01-01,620.96
ORD64465,USR08048,2020-01-01,404.47
ORD65611,USR08186,2020-01-01,135.98
ORD67610,USR08428,2020-01-01,297.0
ORD68073,USR08484,2020-01-01,479.95000000000005
ORD68736,USR08566,2020-01-01,628.25
ORD69717,USR08679,2020-01-01,662.97
ORD70209,USR08741,2020-01-01,381.0
ORD70507,USR08776,2020-01-01,517.5
ORD71613,USR08919,2020-01-01,663.75
ORD72650,USR09049,2020-01-01,263.47
ORD72769,USR09064,2020-01-01,52.99
ORD73167,USR09111,2020-01-01,300.74
ORD73385,USR09143,2020-01-01,123.96
ORD76521,USR09515,2020-01-01,176.25
ORD78485,USR09761,2020-01-01,513.71
ORD79555,USR09894,2020-01-01,133.98
ORD80620,USR10033,2020-01-01,392.74
ORD80942,USR10070,2020-01-01,310.48
ORD81042,USR10081,2020-01-01,804.97
ORD81971,USR10201,2020-01-01,88.0
ORD84035,USR10460,2020-01-01,43.0
ORD86038,USR10714,2020-01-01,437.5
ORD88203,USR11003,2020-01-01,176.24
ORD88765,USR11072,2020-01-01,255.5
ORD90622,USR11313,2020-01-01,467.25
ORD90655,USR11315,2020-01-01,68.0
ORD90910,USR11348,2020-01-01,128.25
ORD93315,USR11651,2020-01-01,279.0
ORD94813,USR11831,2020-01-01,179.0
ORD95028,USR11857,2020-01-01,51.5
ORD95802,USR11960,2020-01-01,248.96999999999997
ORD98037,USR12234,2020-01-01,262.71
ORD98992,USR12364,2020-01-01,527.96
ORD99030,USR12370,2020-01-01,332.97
ORD100961,USR12611,2020-01-01,474.75
ORD101861,USR12726,2020-01-01,110.0
ORD102257,USR12781,2020-01-01,332.75
ORD102475,USR12805,2020-01-01,209.5
ORD103230,USR12896,2020-01-01,690.93
ORD104496,USR13053,2020-01-01,513.0
ORD106741,USR13328,2020-01-01,743.46
ORD109385,USR13657,2020-01-01,36.5
ORD110768,USR13822,2020-01-01,436.25
ORD111391,USR13895,2020-01-01,567.5
ORD111828,USR13952,2020-01-01,138.5
ORD114567,USR14294,2020-01-01,114.99000000000001
ORD114586,USR14297,2020-01-01,67.98
ORD117601,USR14679,2020-01-01,205.74
